Reading_ID,Battery_ID,Timestamp,Voltage_V,Current_A,Temperature_C,SOC_Percentage,Cycle_Count
R-000920,B-002,2026-03-26 21:34:37,3.91,79.77,26.56,60.95,53
R-000921,B-006,2026-03-26 21:34:37,2.29,96.24,34.21,10.47,109
R-000922,B-023,2026-03-26 21:34:37,3.81,-93.2,30.14,49.41,136
R-000923,B-025,2026-03-26 21:34:37,2.34,-45.63,36.43,15.89,123
R-000924,B-016,2026-03-26 21:34:37,2.5,-19.85,32.78,32.14,168
R-000925,B-019,2026-03-26 21:35:37,3.89,61.18,40.67,60.58,32
R-000926,B-018,2026-03-26 21:35:37,2.65,120.15,27.8,59.82,103
R-000927,B-004,2026-03-26 21:35:37,2.74,-61.31,26.74,84.52,146
R-000928,B-012,2026-03-26 21:35:37,3.85,80.52,43.34,58.54,174
R-000929,B-020,2026-03-26 21:35:37,2.67,-15.41,31.89,62.15,88
R-000930,B-021,2026-03-26 21:35:37,3.29,-77.18,36.21,55.2,25
R-000931,B-013,2026-03-26 21:35:37,2.94,-70.75,30.31,5.47,191
R-000932,B-014,2026-03-26 21:35:37,3.8,-44.67,27.1,51.62,152
R-000933,B-001,2026-03-26 21:35:37,3.11,-73.47,36.82,26.25,190
R-000934,B-016,2026-03-26 21:35:37,2.42,-45.49,39.11,31.78,168
R-000935,B-019,2026-03-26 21:36:37,3.9,58.98,25.62,61.66,32
R-000936,B-024,2026-03-26 21:36:37,2.37,136.58,40.34,14.04,59
R-000937,B-009,2026-03-26 21:36:37,3.96,-61.01,36.86,66.37,104
R-000938,B-017,2026-03-26 21:36:37,3.02,141.0,44.2,16.29,169
R-000939,B-022,2026-03-26 21:36:37,3.23,-27.93,29.49,43.19,129
R-000940,B-010,2026-03-26 21:36:37,2.86,-51.52,40.76,97.07,46
R-000941,B-004,2026-03-26 21:36:37,2.8,-93.07,42.63,84.04,146
R-000942,B-018,2026-03-26 21:36:37,2.6,64.87,27.9,60.75,103
R-000943,B-011,2026-03-26 21:36:37,2.28,-87.32,44.5,8.99,77
R-000944,B-008,2026-03-26 21:36:37,3.54,-16.32,38.28,21.17,29
R-000945,B-023,2026-03-26 21:36:37,3.78,-50.38,37.67,49.26,136
R-000946,B-016,2026-03-26 21:36:37,2.42,-60.05,43.04,31.4,168
R-000947,B-005,2026-03-26 21:36:37,3.33,105.46,32.08,51.69,199
R-000948,B-021,2026-03-26 21:37:37,3.36,-39.56,29.21,54.31,25
R-000949,B-001,2026-03-26 21:37:37,3.12,-60.52,35.95,25.41,190
R-000950,B-004,2026-03-26 21:37:37,2.71,-79.13,39.44,83.79,146
R-000951,B-025,2026-03-26 21:37:37,2.32,-82.48,33.6,15.16,123
R-000952,B-020,2026-03-26 21:37:37,2.66,-13.82,27.43,61.42,88
R-000953,B-011,2026-03-26 21:37:37,2.33,-89.02,44.62,8.32,77
R-000954,B-006,2026-03-26 21:38:37,2.3,149.44,40.4,11.34,109
R-000955,B-018,2026-03-26 21:38:37,2.66,81.0,35.77,61.92,103
R-000956,B-013,2026-03-26 21:38:37,2.96,-18.03,36.77,5.0,191
R-000957,B-007,2026-03-26 21:38:37,3.49,-90.18,29.95,13.11,37
R-000958,B-005,2026-03-26 21:38:37,3.26,91.54,29.1,52.46,199
R-000959,B-017,2026-03-26 21:38:37,3.09,143.47,44.52,16.79,169
R-000960,B-015,2026-03-26 21:39:37,2.64,-10.93,40.56,65.79,106
R-000961,B-008,2026-03-26 21:39:37,3.5,-76.09,27.87,20.69,29
R-000962,B-003,2026-03-26 21:39:37,3.21,-12.35,34.58,38.17,48
R-000963,B-002,2026-03-26 21:39:37,3.84,55.83,33.62,61.4,53
R-000964,B-013,2026-03-26 21:39:37,3.0,130.02,44.72,6.42,191
R-000965,B-012,2026-03-26 21:39:37,3.81,126.33,34.75,58.71,174
R-000966,B-010,2026-03-26 21:39:37,2.82,-54.56,31.66,96.82,46
R-000967,B-019,2026-03-26 21:39:37,3.89,53.77,36.99,63.15,32
R-000968,B-023,2026-03-26 21:39:37,3.72,-77.48,31.76,48.58,136
R-000969,B-004,2026-03-26 21:39:37,2.73,-74.89,44.73,83.14,146
R-000970,B-009,2026-03-26 21:39:37,3.87,-37.97,25.54,66.13,104
R-000971,B-025,2026-03-26 21:39:37,2.34,-28.66,37.5,14.21,123
R-000972,B-014,2026-03-26 21:40:37,3.83,-33.82,75.65,50.68,152
R-000973,B-020,2026-03-26 21:40:37,2.67,-42.58,39.38,61.19,88
R-000974,B-022,2026-03-26 21:40:37,3.27,-10.12,41.82,42.89,129
R-000975,B-020,2026-03-26 21:41:37,2.64,-68.53,26.66,60.96,88
R-000976,B-012,2026-03-26 21:41:37,3.88,117.38,29.68,60.06,174
R-000977,B-024,2026-03-26 21:41:37,2.32,64.0,26.07,15.47,59
R-000978,B-022,2026-03-26 21:41:37,3.22,-68.93,42.17,41.98,129
R-000979,B-011,2026-03-26 21:41:37,2.32,-76.94,25.08,8.08,77
R-000980,B-016,2026-03-26 21:41:37,2.45,-58.23,29.39,31.21,168
R-000981,B-013,2026-03-26 21:42:37,2.93,114.8,40.2,7.36,191
R-000982,B-008,2026-03-26 21:42:37,3.49,-33.12,42.19,19.72,29
R-000983,B-007,2026-03-26 21:42:37,3.44,-30.09,39.82,12.24,37
R-000984,B-022,2026-03-26 21:42:37,3.25,-37.34,72.85,41.58,129
R-000985,B-001,2026-03-26 21:42:37,3.13,-77.82,41.88,25.1,190
R-000986,B-014,2026-03-26 21:42:37,3.77,-48.5,36.17,49.99,152
R-000987,B-021,2026-03-26 21:42:37,3.3,-76.97,36.87,53.58,25
R-000988,B-023,2026-03-26 21:43:37,3.81,-57.36,37.14,48.0,136
R-000989,B-003,2026-03-26 21:43:37,3.15,-83.41,39.73,38.04,48
R-000990,B-005,2026-03-26 21:43:37,3.29,103.07,40.03,53.19,199
R-000991,B-011,2026-03-26 21:43:37,2.3,-24.12,31.59,7.41,77
R-000992,B-018,2026-03-26 21:43:37,2.65,110.94,44.39,62.48,103
R-000993,B-024,2026-03-26 21:43:37,2.36,86.28,27.52,16.04,59
R-000994,B-017,2026-03-26 21:43:37,3.02,82.36,26.14,17.01,169
R-000995,B-002,2026-03-26 21:43:37,3.9,81.21,38.82,62.18,53
R-000996,B-001,2026-03-26 21:43:37,3.12,-43.86,39.28,24.33,190
R-000997,B-015,2026-03-26 21:43:37,2.7,-11.45,31.12,65.68,106
R-000998,B-006,2026-03-26 21:43:37,2.33,128.39,38.59,12.35,109
R-000999,B-009,2026-03-26 21:43:37,3.89,-68.74,29.5,65.87,104
R-001000,B-025,2026-03-26 21:44:37,2.33,-58.5,27.78,13.32,123
R-001001,B-004,2026-03-26 21:44:37,2.71,-65.52,35.72,82.16,146
R-001002,B-022,2026-03-26 21:44:37,3.19,-77.06,43.64,41.35,129
R-001003,B-010,2026-03-26 21:44:37,2.84,-83.21,38.01,96.7,46
R-001004,B-006,2026-03-26 21:44:37,2.35,107.73,41.18,13.04,109
R-001005,B-019,2026-03-26 21:44:37,3.94,90.71,39.01,64.09,32
R-001006,B-021,2026-03-26 21:45:37,3.27,-43.04,38.19,53.44,25
R-001007,B-016,2026-03-26 21:45:37,2.41,-93.35,28.03,31.03,168
R-001008,B-012,2026-03-26 21:45:37,3.91,90.63,38.73,60.85,174
R-001009,B-001,2026-03-26 21:45:37,3.13,-17.47,40.22,23.38,190
R-001010,B-017,2026-03-26 21:45:37,3.0,53.26,39.84,17.35,169
R-001011,B-008,2026-03-26 21:45:37,3.54,-67.6,31.53,19.05,29
R-001012,B-025,2026-03-26 21:45:37,2.4,-45.74,26.03,13.03,123
R-001013,B-011,2026-03-26 21:45:37,2.33,-54.19,34.16,6.5,77
R-001014,B-020,2026-03-26 21:45:37,2.63,-31.86,37.96,60.65,88
R-001015,B-005,2026-03-26 21:45:37,3.28,107.63,38.38,53.76,199
R-001016,B-007,2026-03-26 21:45:37,3.43,-88.81,78.58,12.13,37
R-001017,B-013,2026-03-26 21:46:37,3.0,68.08,30.37,8.82,191
R-001018,B-004,2026-03-26 21:46:37,2.72,-25.5,27.89,81.33,146
R-001019,B-014,2026-03-26 21:46:37,3.78,-38.75,36.89,49.21,152
R-001020,B-015,2026-03-26 21:46:37,2.69,-34.4,34.78,64.86,106
R-001021,B-016,2026-03-26 21:46:37,2.41,-35.2,35.89,30.35,168
R-001022,B-023,2026-03-26 21:47:37,3.77,-54.37,43.62,47.65,136
R-001023,B-024,2026-03-26 21:47:37,2.35,83.14,38.72,16.62,59
R-001024,B-018,2026-03-26 21:47:37,2.6,82.81,35.46,62.89,103
R-001025,B-020,2026-03-26 21:47:37,2.61,-72.95,36.84,59.78,88
R-001026,B-017,2026-03-26 21:47:37,3.01,124.21,40.8,17.94,169
R-001027,B-006,2026-03-26 21:47:37,2.35,103.97,38.24,14.0,109
R-001028,B-021,2026-03-26 21:47:37,3.33,-84.85,37.3,53.18,25
R-001029,B-004,2026-03-26 21:47:37,2.77,-96.54,34.2,80.7,146
R-001030,B-009,2026-03-26 21:47:37,3.9,-57.7,29.41,64.98,104
R-001031,B-025,2026-03-26 21:47:37,2.34,-94.76,40.9,12.88,123
R-001032,B-001,2026-03-26 21:48:37,3.12,-73.7,37.01,22.78,190
R-001033,B-012,2026-03-26 21:48:37,3.85,134.24,29.7,62.18,174
R-001034,B-002,2026-03-26 21:48:37,3.84,53.79,38.6,62.62,53
R-001035,B-005,2026-03-26 21:48:37,3.36,94.73,28.48,54.14,199
R-001036,B-003,2026-03-26 21:48:37,3.18,-72.64,28.09,37.11,48
R-001037,B-022,2026-03-26 21:49:37,3.2,-40.73,25.41,40.44,129
R-001038,B-016,2026-03-26 21:49:37,2.44,-55.41,43.7,29.99,168
R-001039,B-014,2026-03-26 21:49:37,3.73,-92.58,28.08,48.68,152
R-001040,B-013,2026-03-26 21:49:37,2.98,96.51,27.27,9.66,191
R-001041,B-023,2026-03-26 21:49:37,3.71,-97.46,35.11,46.91,136
R-001042,B-019,2026-03-26 21:49:37,3.86,83.76,41.46,64.68,32
R-001043,B-010,2026-03-26 21:49:37,2.86,-11.65,32.89,96.59,46
R-001044,B-004,2026-03-26 21:49:37,2.71,-69.44,33.9,80.3,146
R-001045,B-008,2026-03-26 21:49:37,3.55,-68.39,25.99,18.16,29
R-001046,B-007,2026-03-26 21:49:37,3.42,-56.98,32.31,11.92,37
R-001047,B-020,2026-03-26 21:49:37,2.58,-16.46,41.97,59.33,88
R-001048,B-009,2026-03-26 21:50:37,3.86,-49.82,34.56,64.64,104
R-001049,B-019,2026-03-26 21:50:37,3.88,108.49,34.53,65.58,32
R-001050,B-011,2026-03-26 21:50:37,2.29,-69.95,25.31,6.17,77
R-001051,B-017,2026-03-26 21:50:37,3.08,90.71,37.12,18.43,169
R-001052,B-022,2026-03-26 21:50:37,3.18,-44.22,25.59,39.57,129
R-001053,B-015,2026-03-26 21:51:37,2.61,-47.16,27.92,64.58,106
R-001054,B-014,2026-03-26 21:51:37,3.77,-83.62,37.21,48.42,152
R-001055,B-016,2026-03-26 21:51:37,2.45,-67.71,32.31,29.55,168
R-001056,B-004,2026-03-26 21:51:37,2.76,-35.22,29.63,80.08,146
R-001057,B-019,2026-03-26 21:51:37,3.95,121.07,33.82,66.56,32
R-001058,B-006,2026-03-26 21:51:37,2.39,56.59,42.86,14.65,109
R-001059,B-021,2026-03-26 21:51:37,3.3,-45.3,33.81,52.9,25
R-001060,B-018,2026-03-26 21:51:37,2.67,108.42,28.66,63.14,103
R-001061,B-022,2026-03-26 21:51:37,3.2,-67.88,27.4,39.42,129
R-001062,B-002,2026-03-26 21:51:37,3.85,51.67,25.34,63.84,53
R-001063,B-025,2026-03-26 21:52:37,2.37,-54.38,31.37,12.6,123
R-001064,B-019,2026-03-26 21:52:37,3.89,83.5,41.75,67.64,32
R-001065,B-011,2026-03-26 21:52:37,2.3,-88.8,37.89,5.6,77
R-001066,B-005,2026-03-26 21:52:37,3.34,99.28,34.78,54.87,199
R-001067,B-024,2026-03-26 21:52:37,2.34,149.84,44.61,18.06,59
R-001068,B-003,2026-03-26 21:52:37,3.17,-12.52,36.08,36.44,48
R-001069,B-007,2026-03-26 21:52:37,3.42,-86.48,33.79,11.37,37
R-001070,B-012,2026-03-26 21:52:37,3.87,82.16,31.85,63.34,174
R-001071,B-004,2026-03-26 21:52:37,2.74,-20.65,44.43,79.63,146
R-001072,B-013,2026-03-26 21:53:37,2.98,99.04,38.53,10.52,191
R-001073,B-008,2026-03-26 21:53:37,3.55,-42.03,39.53,17.48,29
R-001074,B-015,2026-03-26 21:53:37,2.67,-26.19,36.65,63.69,106
R-001075,B-001,2026-03-26 21:53:37,3.12,-84.76,31.56,22.16,190
R-001076,B-024,2026-03-26 21:53:37,2.36,53.08,29.82,19.55,59
R-001077,B-006,2026-03-26 21:53:37,2.34,119.06,40.59,15.65,109
R-001078,B-016,2026-03-26 21:54:37,2.41,-39.97,41.55,28.61,168
R-001079,B-010,2026-03-26 21:54:37,2.81,-88.92,41.8,95.69,46
R-001080,B-008,2026-03-26 21:54:37,3.47,-32.0,37.31,17.16,29
R-001081,B-009,2026-03-26 21:54:37,3.94,-83.6,44.46,64.32,104
R-001082,B-017,2026-03-26 21:54:37,3.02,66.63,26.83,19.16,169
R-001083,B-021,2026-03-26 21:54:37,3.29,-97.82,32.32,52.27,25
R-001084,B-014,2026-03-26 21:54:37,3.8,-60.01,41.57,48.07,152
R-001085,B-023,2026-03-26 21:54:37,3.72,-55.92,78.98,46.76,136
R-001086,B-020,2026-03-26 21:54:37,2.59,-60.73,44.68,58.58,88
R-001087,B-018,2026-03-26 21:54:37,2.63,147.92,32.0,63.72,103
R-001088,B-007,2026-03-26 21:54:37,3.42,-93.94,25.96,11.06,37
R-001089,B-004,2026-03-26 21:55:37,2.73,-74.32,39.54,78.96,146
R-001090,B-009,2026-03-26 21:55:37,3.9,-23.02,30.08,63.59,104
R-001091,B-006,2026-03-26 21:55:37,2.34,111.81,26.72,16.74,109
R-001092,B-012,2026-03-26 21:55:37,3.89,119.92,41.46,64.53,174
R-001093,B-003,2026-03-26 21:55:37,3.19,-83.34,30.61,35.56,48
R-001094,B-002,2026-03-26 21:55:37,3.87,131.87,25.91,64.23,53
R-001095,B-019,2026-03-26 21:55:37,3.99,104.22,39.3,69.11,32
R-001096,B-013,2026-03-26 21:55:37,2.97,129.48,32.93,11.88,191
R-001097,B-022,2026-03-26 21:55:37,3.19,-56.56,25.73,38.49,129
R-001098,B-005,2026-03-26 21:55:37,3.27,138.39,30.48,55.41,199
R-001099,B-010,2026-03-26 21:56:37,2.78,-28.84,44.78,94.79,46
R-001100,B-014,2026-03-26 21:56:37,3.79,-31.19,35.85,47.34,152
R-001101,B-025,2026-03-26 21:56:37,2.37,-61.27,31.17,12.12,123
R-001102,B-021,2026-03-26 21:56:37,3.32,-30.14,44.47,51.92,25
R-001103,B-013,2026-03-26 21:56:37,3.0,123.26,26.09,13.2,191
R-001104,B-007,2026-03-26 21:56:37,3.49,-37.15,42.73,10.56,37
R-001105,B-005,2026-03-26 21:56:37,3.37,87.19,41.05,55.91,199
R-001106,B-020,2026-03-26 21:57:37,2.59,-39.6,38.18,57.72,88
R-001107,B-002,2026-03-26 21:57:37,3.94,104.11,35.74,65.23,53
R-001108,B-018,2026-03-26 21:57:37,2.66,134.68,27.14,64.84,103
R-001109,B-004,2026-03-26 21:57:37,2.71,-91.28,39.71,78.08,146
R-001110,B-015,2026-03-26 21:57:37,2.65,-90.21,34.66,62.96,106
R-001111,B-024,2026-03-26 21:57:37,2.38,128.04,34.3,19.71,59
R-001112,B-011,2026-03-26 21:57:37,2.28,-52.14,26.38,5.0,77
R-001113,B-001,2026-03-26 21:57:37,3.12,-85.95,26.66,21.55,190
R-001114,B-006,2026-03-26 21:57:37,2.36,97.2,34.99,17.89,109
R-001115,B-005,2026-03-26 21:57:37,3.36,76.04,29.45,56.46,199
R-001116,B-002,2026-03-26 21:58:37,3.95,129.77,26.14,66.27,53
R-001117,B-018,2026-03-26 21:58:37,2.67,81.33,36.84,65.61,103
R-001118,B-022,2026-03-26 21:58:37,3.24,-38.03,27.91,38.03,129
R-001119,B-016,2026-03-26 21:58:37,2.43,-15.95,28.38,27.64,168
R-001120,B-014,2026-03-26 21:58:37,3.71,-65.63,30.79,46.94,152
R-001121,B-008,2026-03-26 21:58:37,3.51,-87.6,41.57,16.61,29
R-001122,B-017,2026-03-26 21:58:37,3.03,64.91,26.19,20.52,169
R-001123,B-012,2026-03-26 21:59:37,3.86,78.23,35.72,65.13,174
R-001124,B-022,2026-03-26 21:59:37,3.23,-42.31,29.82,37.08,129
R-001125,B-024,2026-03-26 21:59:37,2.45,61.77,43.07,20.36,59
R-001126,B-003,2026-03-26 21:59:37,3.22,-10.15,29.7,35.02,48
R-001127,B-021,2026-03-26 21:59:37,3.27,-97.58,40.01,51.66,25
R-001128,B-017,2026-03-26 21:59:37,3.07,126.29,38.0,20.69,169
R-001129,B-023,2026-03-26 21:59:37,3.7,-33.39,40.89,45.89,136
R-001130,B-011,2026-03-26 21:59:37,2.33,71.33,44.99,5.18,77
R-001131,B-003,2026-03-26 22:00:37,3.13,-47.63,40.38,34.09,48
R-001132,B-002,2026-03-26 22:00:37,3.9,119.37,40.73,66.91,53
R-001133,B-013,2026-03-26 22:00:37,3.02,147.43,32.25,14.24,191
R-001134,B-009,2026-03-26 22:00:37,3.88,-75.25,32.84,62.96,104
R-001135,B-023,2026-03-26 22:00:37,3.76,-10.57,33.33,45.43,136
R-001136,B-019,2026-03-26 22:00:37,3.94,145.12,44.94,70.03,32
R-001137,B-006,2026-03-26 22:00:37,2.38,120.96,28.57,18.72,109
R-001138,B-012,2026-03-26 22:00:37,3.94,90.51,26.34,66.05,174
R-001139,B-025,2026-03-26 22:00:37,2.32,-78.01,42.49,11.96,123
R-001140,B-020,2026-03-26 22:00:37,2.64,-76.64,33.6,56.75,88
R-001141,B-005,2026-03-26 22:00:37,3.32,61.37,27.87,57.43,199
R-001142,B-022,2026-03-26 22:00:37,3.23,-73.83,27.86,36.62,129
R-001143,B-010,2026-03-26 22:00:37,2.86,-63.8,30.46,94.11,46
R-001144,B-001,2026-03-26 22:00:37,3.03,-88.44,33.83,21.09,190
R-001145,B-017,2026-03-26 22:01:37,3.08,124.09,41.04,21.93,169
R-001146,B-020,2026-03-26 22:01:37,2.55,-28.47,43.05,56.54,88
R-001147,B-023,2026-03-26 22:01:37,3.74,-58.26,42.68,44.73,136
R-001148,B-016,2026-03-26 22:01:37,2.41,-47.12,37.34,26.65,168
R-001149,B-011,2026-03-26 22:01:37,2.26,111.91,43.43,5.36,77
R-001150,B-007,2026-03-26 22:01:37,3.48,-82.51,28.76,10.2,37
R-001151,B-015,2026-03-26 22:01:37,2.59,-97.23,40.72,62.47,106
R-001152,B-012,2026-03-26 22:02:37,3.94,66.38,34.83,66.53,174
R-001153,B-014,2026-03-26 22:02:37,3.74,-38.67,29.86,45.95,152
R-001154,B-013,2026-03-26 22:02:37,3.02,68.03,43.22,15.44,191
R-001155,B-002,2026-03-26 22:02:37,3.92,146.7,39.92,67.34,53
R-001156,B-009,2026-03-26 22:02:37,3.89,-91.23,39.33,62.44,104
R-001157,B-004,2026-03-26 22:02:37,2.76,-75.8,38.74,77.77,146
R-001158,B-020,2026-03-26 22:02:37,2.64,-39.23,31.16,55.63,88
R-001159,B-025,2026-03-26 22:03:37,2.35,-48.51,37.81,11.06,123
R-001160,B-016,2026-03-26 22:03:37,2.4,-95.35,25.82,25.84,168
R-001161,B-006,2026-03-26 22:03:37,2.34,104.6,27.17,19.72,109
R-001162,B-021,2026-03-26 22:03:37,3.27,-13.81,27.82,51.33,25
R-001163,B-008,2026-03-26 22:03:37,3.54,-63.48,34.27,15.75,29
R-001164,B-018,2026-03-26 22:03:37,2.68,57.78,30.01,66.71,103
R-001165,B-003,2026-03-26 22:03:37,3.19,-88.59,44.82,33.76,48
R-001166,B-010,2026-03-26 22:03:37,2.78,-19.73,34.95,93.98,46
R-001167,B-002,2026-03-26 22:03:37,3.89,109.84,43.03,67.71,53
R-001168,B-001,2026-03-26 22:04:37,3.09,-72.89,44.34,20.36,190
R-001169,B-005,2026-03-26 22:04:37,4.29,93.66,35.4,58.06,199
R-001170,B-022,2026-03-26 22:04:37,3.19,-33.63,28.99,36.24,129
R-001171,B-024,2026-03-26 22:04:37,2.38,113.25,34.9,20.49,59
R-001172,B-019,2026-03-26 22:04:37,3.97,105.57,32.37,71.45,32
R-001173,B-002,2026-03-26 22:04:37,3.94,129.04,40.2,68.18,53
R-001174,B-007,2026-03-26 22:04:37,3.47,-92.19,42.81,9.31,37
R-001175,B-018,2026-03-26 22:05:37,2.7,94.61,28.43,67.55,103
R-001176,B-009,2026-03-26 22:05:37,3.83,-67.83,33.76,61.67,104
R-001177,B-020,2026-03-26 22:05:37,2.64,-55.8,35.95,54.82,88
R-001178,B-015,2026-03-26 22:05:37,2.65,-71.77,26.82,61.85,106
R-001179,B-008,2026-03-26 22:06:37,3.44,-52.74,25.33,15.45,29
R-001180,B-011,2026-03-26 22:06:37,2.35,77.45,41.98,6.1,77
R-001181,B-019,2026-03-26 22:06:37,3.96,58.42,30.71,72.36,32
R-001182,B-010,2026-03-26 22:06:37,2.83,-20.38,35.5,93.67,46
R-001183,B-017,2026-03-26 22:06:37,3.08,57.05,37.45,22.41,169
R-001184,B-022,2026-03-26 22:06:37,3.17,-99.43,42.26,35.4,129
R-001185,B-007,2026-03-26 22:06:37,3.41,-79.15,30.43,9.05,37
R-001186,B-014,2026-03-26 22:06:37,3.71,-56.62,39.81,45.35,152
R-001187,B-012,2026-03-26 22:06:37,3.97,64.15,32.01,67.94,174
R-001188,B-023,2026-03-26 22:06:37,3.72,-24.53,26.34,43.85,136
R-001189,B-009,2026-03-26 22:06:37,3.86,-85.95,25.05,61.07,104
R-001190,B-006,2026-03-26 22:06:37,2.42,60.73,39.1,20.73,109
R-001191,B-013,2026-03-26 22:06:37,3.05,137.35,38.72,15.65,191
R-001192,B-021,2026-03-26 22:07:37,3.26,-38.07,38.11,50.53,25
R-001193,B-004,2026-03-26 22:07:37,2.7,-21.75,39.84,77.21,146
R-001194,B-013,2026-03-26 22:07:37,3.05,61.33,32.37,15.85,191
R-001195,B-020,2026-03-26 22:07:37,2.55,-86.55,29.58,53.82,88
R-001196,B-014,2026-03-26 22:07:37,3.78,-98.2,31.63,44.88,152
R-001197,B-025,2026-03-26 22:07:37,2.33,-89.26,27.01,10.23,123
R-001198,B-022,2026-03-26 22:08:37,3.22,-74.96,38.77,35.04,129
R-001199,B-003,2026-03-26 22:08:37,3.17,-82.92,43.16,33.35,48
R-001200,B-018,2026-03-26 22:08:37,2.69,147.57,42.79,68.21,103
R-001201,B-002,2026-03-26 22:08:37,3.97,58.13,31.81,68.85,53
R-001202,B-013,2026-03-26 22:08:37,3.06,76.57,27.27,17.12,191
R-001203,B-017,2026-03-26 22:08:37,3.1,55.52,36.71,22.65,169
R-001204,B-016,2026-03-26 22:08:37,2.37,-69.64,33.12,25.2,168
R-001205,B-015,2026-03-26 22:08:37,2.67,-55.87,39.63,61.38,106
R-001206,B-014,2026-03-26 22:08:37,3.72,-82.88,29.0,44.2,152
R-001207,B-008,2026-03-26 22:08:37,3.46,-88.33,27.47,15.1,29
R-001208,B-018,2026-03-26 22:09:37,2.64,139.41,33.53,69.67,103
R-001209,B-012,2026-03-26 22:09:37,3.92,108.18,37.9,69.01,174
R-001210,B-009,2026-03-26 22:09:37,3.83,-34.51,27.09,60.64,104
R-001211,B-020,2026-03-26 22:09:37,2.58,-56.71,43.8,53.26,88
R-001212,B-006,2026-03-26 22:09:37,2.4,89.65,32.62,21.66,109
R-001213,B-011,2026-03-26 22:09:37,2.3,117.72,33.22,6.73,77
R-001214,B-024,2026-03-26 22:09:37,2.42,78.11,33.25,21.87,59
R-001215,B-005,2026-03-26 22:09:37,3.39,114.75,39.85,58.26,199
R-001216,B-001,2026-03-26 22:09:37,3.06,-60.46,40.35,19.37,190
R-001217,B-010,2026-03-26 22:10:37,2.78,-73.67,41.7,92.78,46
R-001218,B-009,2026-03-26 22:10:37,3.84,-97.48,28.26,60.38,104
R-001219,B-002,2026-03-26 22:10:37,3.99,128.98,27.32,70.02,53
R-001220,B-015,2026-03-26 22:10:37,2.63,-37.74,36.38,60.42,106
R-001221,B-014,2026-03-26 22:10:37,3.77,-56.22,43.13,44.08,152
R-001222,B-024,2026-03-26 22:10:37,2.42,78.18,38.54,23.25,59
R-001223,B-019,2026-03-26 22:10:37,3.95,109.81,43.66,73.48,32
R-001224,B-007,2026-03-26 22:10:37,3.41,-50.04,35.08,8.66,37
R-001225,B-011,2026-03-26 22:11:37,2.32,78.56,33.99,7.69,77
R-001226,B-009,2026-03-26 22:11:37,3.82,-59.46,32.89,60.23,104
R-001227,B-023,2026-03-26 22:11:37,3.71,-88.32,28.07,43.3,136
R-001228,B-024,2026-03-26 22:11:37,2.4,90.01,43.21,23.42,59
R-001229,B-016,2026-03-26 22:11:37,2.4,-57.46,38.53,24.3,168
R-001230,B-021,2026-03-26 22:11:37,3.33,-16.05,43.27,50.06,25
R-001231,B-015,2026-03-26 22:11:37,2.66,-49.39,35.7,59.84,106
R-001232,B-022,2026-03-26 22:12:37,3.17,-52.59,28.49,34.37,129
R-001233,B-019,2026-03-26 22:12:37,3.96,68.64,39.58,74.12,32
R-001234,B-007,2026-03-26 22:12:37,3.43,-97.99,37.9,7.89,37
R-001235,B-012,2026-03-26 22:12:37,3.93,146.78,38.45,69.75,174
R-001236,B-025,2026-03-26 22:12:37,2.34,-55.01,43.1,9.86,123
R-001237,B-020,2026-03-26 22:12:37,2.63,-31.67,33.24,53.07,88
R-001238,B-006,2026-03-26 22:12:37,2.39,149.17,38.12,23.01,109
R-001239,B-004,2026-03-26 22:12:37,2.76,-77.3,43.41,76.26,146
R-001240,B-021,2026-03-26 22:12:37,3.25,-78.93,30.05,49.54,25
R-001241,B-013,2026-03-26 22:12:37,3.09,137.66,25.55,17.99,191
R-001242,B-009,2026-03-26 22:13:37,3.86,-82.65,37.01,59.94,104
R-001243,B-023,2026-03-26 22:13:37,3.67,-29.26,29.8,42.44,136
R-001244,B-017,2026-03-26 22:13:37,3.1,80.68,35.99,23.15,169
R-001245,B-003,2026-03-26 22:13:37,3.17,-26.11,35.79,33.23,48
R-001246,B-011,2026-03-26 22:13:37,2.29,108.93,41.64,8.69,77
R-001247,B-020,2026-03-26 22:13:37,2.56,-47.13,38.84,52.89,88
R-001248,B-008,2026-03-26 22:13:37,3.47,-85.52,35.36,14.78,29
R-001249,B-004,2026-03-26 22:13:37,2.76,-88.73,36.65,75.58,146
R-001250,B-018,2026-03-26 22:14:37,2.73,96.76,31.69,71.11,103
R-001251,B-005,2026-03-26 22:14:37,3.32,145.36,28.26,59.67,199
R-001252,B-002,2026-03-26 22:14:37,3.96,57.12,44.12,70.57,53
R-001253,B-020,2026-03-26 22:14:37,2.57,-30.98,26.4,52.72,88
R-001254,B-010,2026-03-26 22:14:37,2.84,-70.31,38.46,92.56,46
R-001255,B-006,2026-03-26 22:14:37,2.42,94.24,29.27,24.21,109
R-001256,B-025,2026-03-26 22:14:37,2.29,-59.24,25.31,9.75,123
R-001257,B-014,2026-03-26 22:14:37,3.77,-78.14,28.64,43.35,152
R-001258,B-001,2026-03-26 22:14:37,3.09,-78.73,39.58,18.42,190
R-001259,B-013,2026-03-26 22:14:37,3.04,117.88,32.44,18.99,191
R-001260,B-007,2026-03-26 22:14:37,3.44,-78.46,41.29,7.14,37
R-001261,B-012,2026-03-26 22:15:37,3.94,134.92,41.24,70.15,174
R-001262,B-021,2026-03-26 22:15:37,3.31,-79.03,36.65,48.61,25
